sequence,camera,frame,hand,view_class,lag,median_err_px
p52-instrument-0034/034,brics-odroid-029_cam0,108,right,bad,1,446.2008
p52-instrument-0034/034,brics-odroid-029_cam0,108,right,bad,2,446.1304
p52-instrument-0034/034,brics-odroid-029_cam0,108,right,bad,3,444.83
p52-instrument-0034/034,brics-odroid-029_cam0,108,right,bad,4,445.8158
p52-instrument-0034/034,brics-odroid-029_cam0,108,right,bad,5,445.5962
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,-5,413.8233
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,-4,413.1913
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,-3,412.2017
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,-2,409.5488
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,-1,406.5511
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,0,400.3396
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,1,391.7957
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,2,386.1853
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,3,382.7872
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,4,382.3369
p52-instrument-0034/034,brics-odroid-029_cam0,12,right,bad,5,383.8672
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,-5,72.1441
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,-4,62.5137
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,-3,61.5067
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,-2,66.9662
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,-1,74.5428
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,0,76.3774
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,1,71.8926
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,2,58.843
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,3,51.6263
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,4,44.4913
p41-plant-0004/004,brics-odroid-010_cam0,48,left,bad,5,48.8896
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,-5,171.9161
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,-4,172.5905
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,-3,171.9052
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,-2,172.1193
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,-1,171.3079
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,0,171.3941
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,1,170.2465
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,2,172.6646
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,3,170.5663
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,4,171.8338
p36-tea-0010/010,brics-odroid-020_cam1,153,right,bad,5,171.6069
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,-5,83.1152
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,-4,81.3722
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,-3,78.8792
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,-2,78.4426
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,-1,76.9379
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,0,75.9041
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,1,77.5876
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,2,78.8739
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,3,76.7652
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,4,76.007
p44-dog-0004/004,brics-odroid-011_cam0,112,left,bad,5,75.7202
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,-5,263.9078
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,-4,271.1558
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,-3,277.2712
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,-2,282.4915
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,-1,285.8031
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,0,288.155
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,1,290.3089
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,2,289.6415
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,3,288.6643
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,4,286.9364
p41-boxing-0021/021,brics-odroid-029_cam0,234,right,bad,5,283.4391
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,-5,226.4891
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,-4,226.0831
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,-3,225.8782
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,-2,225.5376
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,-1,225.1055
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,0,225.3696
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,1,225.6896
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,2,225.9502
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,3,225.8339
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,4,224.9739
p44-dog-0004/004,brics-odroid-014_cam1,112,right,bad,5,227.0852
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,-5,179.4827
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,-4,177.4487
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,-3,175.8347
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,-2,178.0621
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,-1,178.4888
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,0,178.3094
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,1,178.9296
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,2,177.9787
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,3,177.5445
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,4,178.8117
p44-dog-0004/004,brics-odroid-020_cam1,240,right,bad,5,178.3084
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,-5,61.0361
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,-4,61.6855
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,-3,61.507
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,-2,63.0333
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,-1,62.9337
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,0,64.1687
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,1,64.807
p44-dog-0004/004,brics-odroid-028_cam0,96,right,bad,2,65.3664
